Folder,Caption,File Path
giveaway,🎁✨Concours tutoriel. Le n°16 le Chat (Pdf disponible en Français en English us term.),C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-50-07_UTC.txt
giveaway,🚨 GIVEAWAY 🚨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-50-27_UTC.txt
giveaway,#Manelove #giveaway @biomaneproducts,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-50-36_UTC.txt
giveaway,💚¡CARNAVAL CON FARMACIAS PÁEZ!💚,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-50-41_UTC.txt
giveaway,(Repost From @justalilzilla),C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-50-54_UTC.txt
giveaway,جوكلت بلجيكي بثيم مناسباتكم #chocolate  #wedding #babyshower #graduation  #party #giveaway,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-51-02_UTC.txt
giveaway,🎁 GIVEAWAY ZA 8. MART! 🎁,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-51-11_UTC.txt
giveaway,🎉 GIVEAWAY ALERT! 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-51-48_UTC.txt
giveaway,🎉 It’s #WinItWednesday! 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-52-06_UTC.txt
giveaway,⋆⁺₊Packing this special custom press on set for our Valentines giveaway winner! ⁺₊⋆,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-52-56_UTC.txt
giveaway,COMPETITION TIME!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-54-03_UTC.txt
giveaway,🚨 Giveaway Alert! 🚨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-54-35_UTC.txt
giveaway,🚨GIVEAWAY (two picks)🚨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-54-37_UTC.txt
giveaway,💄 SEPHORA GIVEAWAY 💄,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-54-39_UTC.txt
giveaway,📢 GIVEAWAY ALERT! 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-55-10_UTC.txt
giveaway,"S1Tu5 Par4 Pem3NanG, M0Dal Rec3H dIj4m1N M3nANg B4ny4k.",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-55-15_UTC.txt
giveaway,PEACE ☮️ YOUTUBE:NardoNation,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-55-33_UTC.txt
giveaway,DO NOT!!! I MEAN DO NOT!!!!! MISS OUT ON OUR MEGA MASSIVE BREAK SHOW THIS SATURDAY!!! STATUE GIVEAWAYS ✨✨✨AND LOTS OF HOT HOT HOT LADIES🔥🔥🔥 1PM EST LINK BIO CHECK OUT OUR STORY!!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-55-48_UTC.txt
giveaway,🚨ATENÇÃO🚨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-56-22_UTC.txt
giveaway,It’s giveaway time!! ✨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-57-31_UTC.txt
giveaway,"We had so much fun meeting everyone at the Mizzou Housing Fair! 🏡✨ We hope to be the place to assist you with all your 25-26 Housing Needs. Be sure to check those emails, as we’ve already reached out to connect with you! 📧",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-57-45_UTC.txt
giveaway,COMPETITION ⭐️ “Why my Mum’s a Star!” ⭐️,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-58-03_UTC.txt
giveaway,"Who doesn't want free money, to support a good cause and small businesses, as well as have adorable items that make you smile every time you see them?!",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-58-17_UTC.txt
giveaway,🏡⛳ Let’s play a game!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-58-18_UTC.txt
giveaway,🏡⛳ Let’s play a game!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-59-05_UTC.txt
giveaway,😲LIVE DRAW TOMORROW 20% SOLD😲,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-59-06_UTC.txt
giveaway,INTRODUCING EVA'S MARCH MADNESS!!🔥 FIRST SPECIAL DROPPING FRIDAY- Stay tuned😏,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-59-07_UTC.txt
giveaway,Daily Quiz in Ramadan- understand your health & nutrition better while fasting and win some cash 💵!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_21-59-55_UTC.txt
giveaway,"A huge congrats to Gary, the lucky winner of our BBQ Giveaway at @moretonbayexpo! 🔥🍔 We hope you enjoy plenty of delicious BBQ feasts! 🚐✨",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-00-02_UTC.txt
giveaway,CONCOURS - GAGNE POUR PLUS DE 500$ DE SUPPLÉMENTS & PRODUITS DE CHEZ @shopsante 💘🛼,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-00-03_UTC.txt
giveaway,¡Participa en nuestro Giveaway del Diplomado en psicología clínica! 🎓✨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-00-05_UTC.txt
giveaway,Return % for active play 💪,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-00-06_UTC.txt
giveaway,🔥 GIVEAWAY TIME! 🔥,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-00-09_UTC.txt
giveaway,hadiah mingguan untuk semua player,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-00-10_UTC.txt
giveaway,"✨WINNER, WINNER STEAK DINNER!✨",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-00-11_UTC.txt
giveaway,Well done to our winners tonight and all instant winners today 😁,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-00-50_UTC.txt
giveaway,We are so excited to be attending Crufts this year with Nutravet.,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-01-38_UTC.txt
giveaway,SHOPPERFECTLYMADE.COM 🩵🩷,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-01-46_UTC.txt
giveaway,✨ 8. MART GIVEAWAY – POKLON ZA NAŠE DAME! ✨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-01-48_UTC.txt
giveaway,I'm so excited to celebrate 10 years of beautiful colors!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-02-13_UTC.txt
giveaway,A quick sneak peek at the 2 product raffles I'll be giving away @crunchmonroe on Saturdays pre sale party! 10am-2pm don't miss out on an opportunity to take home some amazing hair products!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-02-30_UTC.txt
giveaway,"✨ GIVEAWAY TIME! ✨ If you know anything about me or my page you know we LOVE Siser... so with that being said we have partnered together so YOU can experience how amazing these products are. If you were to win, what would YOU create with your new Juliet? 🎉",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-03-29_UTC.txt
giveaway,Comment “Chop Life” and you may win a snack box from us 👀 😋,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-03-39_UTC.txt
giveaway,🚨 SOUTHLAKE – Are you ready for one of our BIGGEST events of the year?! 🚨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-04-11_UTC.txt
giveaway,Small Irish jeweller please buy and support ❤️ #smallbusiness #smallbusinesssupport #smallbusiness owner #fyp #support #jeweller #irish #giveaway,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-04-32_UTC.txt
giveaway,It’s almost March and that means #marchmadness is upon us! Grab a shirt from us to crown your bracket challenge winner! https://www.ebay.com/str/steelcityclothingcompanyllc #giveaway #ncaa #collegebasketball,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-04-38_UTC.txt
giveaway,🌺💌🌺GIVEAWAY🌺💌🌺,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-04-47_UTC.txt
giveaway,"Happy #winitwednesday ! Today we are giving away an Instax Mini 12 Camera! To be entered to win, comment below who you want to take a selfie with. 📸",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-05-43_UTC.txt
giveaway,✨#Giveaway ✨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-06-10_UTC.txt
giveaway,Win a ride along at Fuelfest in Tampa Florida!  4 Winners will ride in the @driftfactory cars!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-06-26_UTC.txt
giveaway,EXCLUSIVE BERRY CRUMBLE GIVEAWAY 💋,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-07-23_UTC.txt
giveaway,It's a busy work week for me.  How are you?,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-08-11_UTC.txt
giveaway,♥️♥️♥️♥️♥️♥️♥️♥️😔.,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-08-19_UTC.txt
giveaway,🔐GIVEAWAY ALERT!🔐,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-09-09_UTC.txt
giveaway,🎉 SWAG GIVEAWAY 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-09-55_UTC.txt
giveaway,"Thanks to a generous sponsor, one of my lucky followers has the chance to WIN a FREE photoshoot! 📸✨ This amazing giveaway includes up to 1 hour of shoot time and 25-30 beautiful images returned to you! 😍 It’s perfect for portraits, small families of 4, or couples! 💕",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-10-00_UTC.txt
giveaway,☆彡March Giveaway!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-10-46_UTC.txt
giveaway,Celebrate Fat Tuesday with us & pig out on some delicious Paczki!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-10-59_UTC.txt
giveaway,WIN IT WEDNESDAY! 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-11-18_UTC.txt
giveaway,☀️GIVEAWAY TIME☀️ Is this too much for a little spring break in Auburn?? 🤨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-11-31_UTC.txt
giveaway,GIVEAWAY ALERT! 😱 🤩,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-12-04_UTC.txt
giveaway,"For my one year of doing nails i’m doing a giveaway!! Thank you guys so much for supporting me in my journey, I appreciate every single one of you guys!💕🫶",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-12-06_UTC.txt
giveaway,Persönliche Frage: Seit wann sammelst du,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-13-24_UTC.txt
giveaway,A big shout out to @squipusa for sending out these expanders! I personally love to sleep in these because it helps you get more air while you sleep. I can’t wait to have my man’s try them out!!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-14-18_UTC.txt
giveaway,🎉 Get Your $100 SHEIN Gift Card Now – Limited Time Offer! 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-14-57_UTC.txt
giveaway,Congratulations to the lucky winners! You have won merchandise of The White Olive Tree. 🥳,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-15-46_UTC.txt
giveaway,"✨Giveaway Alert!✨ As a thank you & to give back to my incredible community I am doing a giveaway for one of my upcycled leather posca purses! ✅ To enter the giveaway you must like this post, be following my account, and tag someone who is an art lover (one additional vote if you tag two people!) - the giveaway is exclusive to US domestic shipping. I will be drawing the winner on Friday March 28th! Love y’all, good luck! 💓 🎨 #giveaway #artgiveaway #artaccount #artistsoninstagram #posca #upcycling #artpage #colorful #womanownedbusiness #paychedelicart #poscaart #poscapens #leather #thrifting #sweepstakes #artcommunity",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-15-59_UTC.txt
giveaway,"#FREE #eBOOK #Giveaway #Nosferatu #Vampire #Horror #Adventure #Mashup #DRACULA OF THE #APES Book One THE URN Available at your favorite online bookstore, and as ""NO STRINGS ATTACHED"" direct download @gwellstaylor (click link in bio)",C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-16-17_UTC.txt
giveaway,✨ GIVEAWAY ALERT ✨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-16-57_UTC.txt
giveaway,🚨Announcement 🚨,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-17-18_UTC.txt
giveaway,🎉 O nosso primeiro Giveaway!,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-17-39_UTC.txt
giveaway,:FLASH GIVEAWAY:,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-17-57_UTC.txt
giveaway,Chocolate favors 🤍,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-18-00_UTC.txt
giveaway,We’re celebrating our new Instagram with a Money Tree Giveaway! 🌱💰 Bring some good luck and greenery into your home—here’s how to enter:,C:\Users\Asus\AppData\Local\Instaloader\Data\giveaway\2025-02-26_22-18-11_UTC.txt
onlineshopping,💙BLUE PRINT CUT OUT MAXI💙,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-58-58_UTC.txt
onlineshopping,LED Night Light Plug in,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-06_UTC.txt
onlineshopping,"Customized Shorts and other Customised Clothing products are Available. We offer High Quality Customised Street wear, Customised Sports wears, Customised Sports Uniforms for Clothing Brands. Thinking To Startup a Clothing Brand we are here to Provide Cut and Sew Services Available at best Prices",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-08_UTC.txt
onlineshopping,LED Night Light Plug in,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-09_UTC.txt
onlineshopping,#trouser #fashion #trousers #tshirt #tracksuit #hoodies #style #tracksuits #usa #shirt #sportswear #clothing #pants #hoodie #tshirts #pant #jacket #apparel #uk #dress #instagram #trouserstyles #pakistan #jeans #gymwear #ootd #onlineshopping #activewear #shorts #streetwear,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-20_UTC.txt
onlineshopping,"Customized Shorts and other Customised Clothing products are Available. We offer High Quality Customised Street wear, Customised Sports wears, Customised Sports Uniforms for Clothing Brands. Thinking To Startup a Clothing Brand we are here to Provide Cut and Sew Services Available at best Prices",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-22_UTC.txt
onlineshopping,Happy Wednesday! Your #toyoftheday today is a Mattel Masters of the Universe 200x Mutant Slime Pit and Mutant Warrior Playset.,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-34_UTC.txt
onlineshopping,Denim is a timeless love! That's especially true for the Skyler Risen Flare Pants - available in sizes 1 - 3XL!,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-40_UTC.txt
onlineshopping,NEWEST DESIGN!!! Enhance Your Home or Office Decor!!! With BEAUTIFUL,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-49_UTC.txt
onlineshopping,#trouser #fashion #trousers #tshirt #tracksuit #hoodies #style #tracksuits #usa #shirt #sportswear #clothing #pants #hoodie #tshirts #pant #jacket #apparel #uk #dress #instagram #trouserstyles #pakistan #jeans #gymwear #ootd #onlineshopping #activewear #shorts #streetwear,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_21-59-53_UTC.txt
onlineshopping,Fashion that fits your lifestyle. Our pieces are built for those who move with intention—because your wardrobe should reflect who you are.,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-05_UTC.txt
onlineshopping,"POOF! Who knew superpowers came in the form of unexpected air? Embrace your inner superhero (and awkward moments) with our “Queefing Is My Superpower” shirt! This hilarious and slightly inappropriate tee is perfect for those who love to shock, joke, and own their embarrassing moments like a queen.",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-06_UTC.txt
onlineshopping,"Why did we choose our “It Girl” Emily to be the face of Better-Mode Fashion? All it takes is one look into those eyes to see that she is smart, confident, radiant, alluring, and most of all…….YOU!",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-08_UTC.txt
onlineshopping,"Get ready to turn heads in this RESTOCKED maxi dress! 🩷✨ Grab this beauty now to add to your spring wardrobe! 😍 Plus, today only, enjoy FREE SHIPPING + receive a FREE BOW SWEATER when you use code: HAPPYSPRING at checkout! 🎀",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-12_UTC.txt
onlineshopping,A day in the life of precision. Every second tells a story. ⏳,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-14_UTC.txt
onlineshopping,"🤑 Bold Looks, Unbeatable Prices!",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-15_UTC.txt
onlineshopping,Swipe for more Colours/live video,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-16_UTC.txt
onlineshopping,"Cartera bolsotejida al crochet con totora o trapillo de tul. Aprovechála para la playa, para matera, para lucirte con este hermoso diseño 😎",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-18_UTC.txt
onlineshopping,"When it comes to wardrobe essentials, a trusty white t-shirt can do no wrong. Whether you desire a slim-fit style or prefer a more vintage look, we're rounding up 10 best-selling and reviewer-approved white t-shirts for any style preference and budget.",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-20_UTC.txt
onlineshopping,Only 3 of these beauties left! Grab them before they are gone! 💐✨,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-34_UTC.txt
onlineshopping,"Customized Shorts and other Customised Clothing products are Available. We offer High Quality Customised Street wear, Customised Sports wears, Customised Sports Uniforms for Clothing Brands. Thinking To Startup a Clothing Brand we are here to Provide Cut and Sew Services Available at best Prices",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-00-42_UTC.txt
onlineshopping,"Quality in every stitch, detail in every angle 💯",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-01-00_UTC.txt
onlineshopping,⚜️🖤,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-01-11_UTC.txt
onlineshopping,💎 Racer Back Maxi Dress,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-01-19_UTC.txt
onlineshopping,BEIGE HALTER VEST & PANT SET 🥯,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-01-32_UTC.txt
onlineshopping,#اشتري_اونلاين🛒 كاش مايوه تل ⁣,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-01-33_UTC.txt
onlineshopping,💜 SHOP & SAVE IN STYLE! 💜,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-01-58_UTC.txt
onlineshopping,Ramzan Arrival 🤍‼️,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-02-25_UTC.txt
onlineshopping,Ramzan Arrival 🤍‼️,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-02-29_UTC.txt
onlineshopping,Patek Philippe Geneve Watch Mineral glass High Quality Chain & Master Power Lock @anzashoppingstore,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-02-44_UTC.txt
onlineshopping,New satin pants are now available @caramelle_fashionleb in S-M-L,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-02-58_UTC.txt
onlineshopping,New Arrival 🤍 for Ramzan 🤍,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-03-29_UTC.txt
onlineshopping,New Arrival 🤍 for Ramzan 🤍,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-03-33_UTC.txt
onlineshopping,New satin pants are now available @caramelle_fashionleb in S-M-L,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-03-51_UTC.txt
onlineshopping,"Klasična elegancija u tri nijanse – zlatni, roze-zlatni i srebrni prsten sa cirkonima koji nikad ne izlaze iz mode.  Savršen dodatak za svaki stil!.",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-04-16_UTC.txt
onlineshopping,#trending #insta #meme #fashionblogger #viral #photoshoot #explorepage #india #likes #new #bhfyp #dance #tiktok #trending #reels #youtube #funnymemes #onlineshopping #trend #comment #comedy,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-04-34_UTC.txt
onlineshopping,I HAVE THE IDEAL GIFT FOR YOUR LOVED ONES,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-04-58_UTC.txt
onlineshopping,Assalam o Alaikum.!,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-06-05_UTC.txt
onlineshopping,My beautiful SMEG coffee machine ☕️❤️,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-06-17_UTC.txt
onlineshopping,"Bold, breezy, and beautifully embroidered. ✨ These cuffed jeans are a must-have for spring style!",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-06-27_UTC.txt
onlineshopping,❥ (𝐍𝐄𝐖) : @theglamempire 🫧📦,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-06-30_UTC.txt
onlineshopping,Are you ready for this? 😱 We present you Let's Party Sueded T-Shirt - Trendy T-Shirt - Cute Sueded Tee! 📢,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-06-42_UTC.txt
onlineshopping,Choose from a collection of trendy fall dresses just from our Lawn Embroidered Range. So what you are waiting for? Grab your favorite one now.,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-06-57_UTC.txt
onlineshopping,"Michael had been running his handcrafted furniture business for over a decade. His craftsmanship was exceptional, and word-of-mouth kept him busy enough.",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-07-11_UTC.txt
onlineshopping,Shine bright this spring with the Diamond Pattern Bling Short! ✨💎 A little sparkle and a lot of style.,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-07-55_UTC.txt
onlineshopping,We'd like to extend a big thank you to @maris.adame! She walked in the Nuestra Cultura Gala this past weekend and absolutely rocked her look! Thank you for representing Bluebird Boutique in such a beautiful & confident way!,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-08-26_UTC.txt
onlineshopping,Cómo Lograr que tu Marca Sea Más Humana en un Mundo Digital,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-08-46_UTC.txt
onlineshopping,Now available at the Pop Topic shop! Items are also listed on our website WWW.POPTOPIC.SHOP,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-09-04_UTC.txt
onlineshopping,"Collection : ""Tarot Voyage""",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-09-29_UTC.txt
onlineshopping,My buddy came in today and picked up this Dogtown deck @5150skateshop #dogtownskates #skateshop #skateboardshop #mooresville #lakenorman #northcarolina #onlineshopping #instoreshopping,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-09-33_UTC.txt
onlineshopping,💯💯 Elegancija i moć u jednom outfitu! 💯💯,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-10-04_UTC.txt
onlineshopping,♡,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-10-08_UTC.txt
onlineshopping,نرخى سيت(١٢هه زار),C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-10-16_UTC.txt
onlineshopping,نرخى سيت(١٢هه زار),C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-11-08_UTC.txt
onlineshopping,Magic Necklaces 💜✨,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-11-27_UTC.txt
onlineshopping,نرخى سيت(١٢هه زار),C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-11-39_UTC.txt
onlineshopping,Hello and welcome to Sweet Picks Shop!,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-11-44_UTC.txt
onlineshopping,Sweatshirt Season.,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-12-33_UTC.txt
onlineshopping,💯💯 NOVA KOLEKCIJA!,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-13-01_UTC.txt
onlineshopping,Pre-order Only 🛍️!,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-13-38_UTC.txt
onlineshopping,"Hunny, I'm Home Yarn T-Shirt",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-13-45_UTC.txt
onlineshopping,"Link In Bio! An exciting deal awaits you! Get the engaging and educational 'Learning Resources Sorting Surprise Picnic Baskets' now at a discounted price of $9.00, originally valued at $12.59! 🎉 Ideal for keeping the youngsters actively learning & having fun! Hurry, because good deals won't last for long! 🔥\\n#Kesefdeals #LearningResources #PicnicBaskets #EducationalToys #SaleAlert #DealsOfTheDay #OnlineShopping #DiscountSales #BargainHunt",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-14-09_UTC.txt
onlineshopping,"Collection : ""Tarot Voyage""",C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-14-27_UTC.txt
onlineshopping,جاااااامد ف اللبس 🔥🔥,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-14-40_UTC.txt
onlineshopping,#sapuneartizanale#sapunnatyral#artizanat#sapunmequmeshtdhie#kujdesiperlekuren#vlorealbania#kujdesiperlekuren#sapunearomatike#dhuratatepersonalizuara#dhuratatevecanta#onlineshop#onlinebussines#onlineshopping,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-14-41_UTC.txt
onlineshopping,🎉 Get Your $100 SHEIN Gift Card Now – Limited Time Offer! 🎉,C:\Users\Asus\AppData\Local\Instaloader\Data\onlineshopping\2025-02-26_22-14-57_UTC.txt
